coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
Wildfire (Kolmården Wildlife Park),"1,265 m (4,150 ft)",115 km/h (71 mph),Kolmården Wildlife Park,Operating,28 June 2016,Wood,Rocky Mountain Construction,,Topper Track - Custom,56 m (184 ft),3,Chain lift hill,"110 million SEK ($11,990,000 USD as of August 2018)",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:00,960 riders per hour,4 g,Alan Schilke,83°,49 m (161 ft),,,,Terrain,,,,,,Official website,,,,,,,,,,2016,58.6653,16.4664,Wood,2016-06-28,115 km/h ,71 mph,115.0,km/h,71.5,56.0,m,183.7,3,4.0
Dawson Duel (roller coaster),"1,607.6 ft (490.0 m)",24.9 mph (40.1 km/h),Other,Operating,"May 5, 2017",Steel – Dueling – Racing,Wiegand,100 cm (3 ft 3 in),Sport Coaster,82 ft (25.0 m),0,Cable lift hill,"€4,000,000",46 trains with a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,Canada,,800 riders per hour,,,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,2017,50.8483,2.9475,Steel,2017-05-05,24.9 mph ,40.1 km/h,24.9,mph,24.9,82.0,ft,,0,
DC Rivals HyperCoaster,"1,400.0 m (4,593.2 ft)",115.1 km/h (71.5 mph),Warner Bros. Movie World,Operating,22 September 2017,Steel,Mack Rides,130 cm (4 ft 3 in),Hyper Coaster,61.6 m (202 ft),0,Chain,AU$30 million($30 million in 2018 dollars[1]),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,960 riders per hour,4.3,,,59.4 m (195 ft),16 September 2017,,,,,16 September 2017,,,,Official website,,,DC Universe,Single rider line available,,,,,,2017,-27.908,153.314,Steel,2017-09-22,115.1 km/h ,71.5 mph,115.1,km/h,71.5,61.6,m,202.1,0,4.3
Dragon's Run,"3,738 ft (1,139 m)",65 mph (105 km/h),Other,,,Steel,Bolliger & Mabillard,54 in (137 cm),Sitting Coaster,155 ft (47 m),6,Chain lift hill,,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,,,,,,150 ft (46 m),"April 15, 2008",,,,,"April 15, 2008","September 27, 2009",,,,,Must transfer from wheelchair,,,,,,,,2017,,,Steel,,65 mph ,105 km/h,65.0,mph,65.0,155.0,ft,,6,
Gold Rush (Slagharen),,59 mph (95 km/h),Attractiepark Slagharen,Operating,"April 13, 2017",Steel – Launched,Gerstlauer,130 cm (4 ft 3 in),Infinity Coaster,108.3 ft (33.0 m),2,Linear motor launch,"€5,000,000",Single train with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,,,800 riders per hour,,,,,,,Thunder Loop,,,,,,,,,,,,,,,,,2017,52.6244,6.5619,Steel,2017-04-13,59 mph ,95 km/h,59.0,mph,59.0,108.3,ft,,2,
Hydrus (roller coaster),"1,050 ft (320 m)",45 mph (72 km/h),Casino Pier,Operating,"May 26, 2017",Steel – Euro-Fighter,Gerstlauer,,320,72 ft (22 m),3,,,2 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,,,Werner Stengel,97°,70 ft (21 m),"May 6, 2017",,Star Jet,,,"May 6, 2017",,,,,,,,,,,,,,2017,39.9428,-74.0721,Steel,2017-05-26,45 mph ,72 km/h,45.0,mph,45.0,72.0,ft,,3,
InvadR,"2,118 ft (646 m)",48 mph (77 km/h),Busch Gardens Williamsburg,Operating,"April 7, 2017",Wood,Great Coasters International,46 in (117 cm),,60 ft (18 m),0,Chain lift hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,New France,,,,"Jeff PikeSkyline Design, LLC",,74 ft (23 m),,,,,,,,,,,,,,,,,,Lap Bar,,2017,37.2325,-76.6486,Wood,2017-04-07,48 mph ,77 km/h,48.0,mph,48.0,60.0,ft,,0,
Kraken (roller coaster),"4,177 ft (1,273 m)",65 mph (105 km/h),SeaWorld Orlando,Operating,"June 1, 2000",Steel – Floorless Coaster,Bolliger & Mabillard,54 in (137 cm),Custom,153 ft (47 m),7,Chain lift hill,,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Sea of Legends,2:02,1500 riders per hour,3.9,Werner Stengel,,144 ft (44 m),"May 27, 2000",,,,,"May 27, 2000",,,,,,Must transfer from wheelchair,,,,,,,,2017,28.4111,-81.4583,Steel,2000-06-01,65 mph ,105 km/h,65.0,mph,65.0,153.0,ft,,7,3.9
Lech Coaster,"908 m (2,979 ft)",95 km/h (59 mph),Legendia,Operating,1 July 2017,Steel,Vekoma,120–195[4] cm (3 ft 11 in–6 ft 5 in),Bermuda Blitz,40 m (131 ft),3,Chain lift hill,12 Million Euro,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:44[2],1000[3] riders per hour,,,,,,,,,,,,,,,,,,,,,,,,2017,,,Steel,2017-07-01,95 km/h ,59 mph,95.0,km/h,59.0,40.0,m,131.2,3,
Mine Blower,"2,290 ft (700 m)",48.5 mph (78.1 km/h),Fun Spot America (Kissimmee),Operating,"June 23, 2017",Wood,The Gravity Group,48 in (122 cm),,83 ft (25 m),1,Chain lift hill,"$6,000,000",2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,65°,80.5 ft (24.5 m),,,Go-Karts[1],,,,,,,,,,,,,,,,,2017,,,Wood,2017-06-23,48.5 mph ,78.1 km/h,48.5,mph,48.5,83.0,ft,,1,
Mystic Timbers,"3,265 ft (995 m)",53 mph (85 km/h),Kings Island,Operating,"April 15, 2017",Wood,Great Coasters International,48 in (122 cm),,109 ft (33 m),0,Chain lift hill,"$15,000,000",3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Rivertown,2:00,1200 riders per hour,,Skyline Design,,98 ft (30 m),"April 13, 2017",,,,,"April 13, 2017",,,,Official website,,,,,,,,,,2017,,,Wood,2017-04-15,53 mph ,85 km/h,53.0,mph,53.0,109.0,ft,,0,
Patriot (California's Great America),"1,920 ft (590 m)",45 mph (72 km/h),California's Great America,Operating,"March 9, 1991",Steel – Floorless Coaster,Bolliger & Mabillard,54–78[1] in (137–198 cm),Floorless Coaster,91 ft (28 m),2,Chain lift hill,,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Hometown Square,2:14,1200 riders per hour,,Werner Stengel,,,,Fast Lane available,,,,,,,,,,,,,,,,,,2017,37.3967,-121.9732,Steel,1991-03-09,45 mph ,72 km/h,45.0,mph,45.0,91.0,ft,,2,
Pégase Express,"3,044.6 ft (928.0 m)",32.3 mph (52.0 km/h),Parc Astérix,Operating,"June 11, 2017; 4 years ago",Steel – Family – Launched,Gerstlauer,100 cm (3 ft 3 in),Family Coaster,68.8 ft (21.0 m),0,,"€16,000,000",4 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,La Grèce Antique,3:00,1200 riders per hour,,Jora Vision,,,,,,Out and Back,,,,,,,,,,,,,,,,2017,49.1336,2.5737,Steel,2017-06-11,32.3 mph ,52.0 km/h,32.3,mph,32.3,68.8,ft,,0,
Red Force (roller coaster),"880 m (2,890 ft)",180 km/h (112 mph),Ferrari Land,Operating,7 April 2017,Steel – Launched,Intamin,140–195 cm (4 ft 7 in–6 ft 5 in),,112 m (367 ft),0,LSM,,3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,1200 riders per hour,,,90°,,,,,,,,,,,,,,,,,,0 to 180 km/h (0 to 112 mph) in 5 seconds,,,2017,,,Steel,2017-04-07,180 km/h ,112 mph,180.0,km/h,111.8,112.0,m,367.5,0,
Star Trek: Operation Enterprise,"720 m (2,360 ft)",90 km/h (56 mph),Movie Park Germany,Operating,14 June 2017,Steel – Launched,Mack Rides,130 cm (4 ft 3 in),,40 m (130 ft),3,LSM launch,,5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,,,,,,,24 May 2017,,,,,24 May 2017,,,,,,,,,,,,,,2017,51.6223,6.9729,Steel,2017-06-14,90 km/h ,56 mph,90.0,km/h,55.9,40.0,m,131.2,3,
Star Wars Hyperspace Mountain,"3,281 ft (1,000 m)",44 mph (71 km/h),Disneyland Park (Paris),Operating,"May 7, 2017",Steel – Launched,Vekoma,47.2 in (120 cm),,105 ft (32 m),3,Electric Winch Launch / Booster wheels (second lift),,5 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Discoveryland,2:15,2400 riders per hour,,Walt Disney ImagineeringWerner Stengel,,,,,,,,,,,,,,Must transfer from wheelchair,,Single rider line available,,,,,,2017,48.8741,2.7793,Steel,2017-05-07,44 mph ,71 km/h,44.0,mph,44.0,105.0,ft,,3,
The Joker (Six Flags Great America),"1,019 ft (311 m)",38 mph (61 km/h),Other,,,Steel – 4th Dimension – Wing Coaster,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,120 ft (37 m),6,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,720 riders per hour,,Alan Schilke,,54 ft (16 m),,,,,,,,,,,,,,Single rider line available,,Flash Pass available,,,,2017,,,Steel,,38 mph ,61 km/h,38.0,mph,38.0,120.0,ft,,6,
The Joker (Six Flags New England),"1,019 ft (311 m)",38 mph (61 km/h),Other,,,Steel – 4th Dimension – Wing Coaster,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,120 ft (37 m),6,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,720 riders per hour,,Alan Schilke,,54 ft (16 m),,,,,,,,,,,,,,Single rider line available,,Flash Pass available,,,,2017,,,Steel,,38 mph ,61 km/h,38.0,mph,38.0,120.0,ft,,6,
The Joker (Six Flags Over Texas),"1,019 ft (311 m)",38 mph (61 km/h),Other,,,Steel – 4th Dimension – Wing Coaster,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,120 ft (37 m),6,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,720 riders per hour,,Alan Schilke,,54 ft (16 m),,,,,,,,,,,,,,Single rider line available,,Flash Pass available,,,,2017,,,Steel,,38 mph ,61 km/h,38.0,mph,38.0,120.0,ft,,6,
Wave Breaker: The Rescue Coaster,"2,600 ft (790 m)",44 mph (71 km/h),SeaWorld San Antonio,Operating,"June 16, 2017",Steel – Launched – Motorbike,Intamin,48 in (122 cm),Family Launch Coaster,61 ft (19 m),0,,"$18,000,000",3 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,,886 riders per hour,,SeaWorld Parks & Entertainment,,,"June 10, 2017",,,Out and Back,,"June 10, 2017",,,,,,,,,,,,,,2017,29.4553,-98.6961,Steel,2017-06-16,44 mph ,71 km/h,44.0,mph,44.0,61.0,ft,,0,
Adrenaline Peak,"1,050 ft (320 m)",45 mph (72 km/h),Oaks Amusement Park,Operating,"March 24, 2018",Steel – Euro-Fighter,Gerstlauer,48 in (122 cm),320,72 ft (22 m),3,Chain lift hill,"$5,000,000",3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,South End,,,,,97°,70 ft (21 m),,,Looping Thunder,,,,,,,,,,,,,,,,,2018,45.4716,-122.6623,Steel,2018-03-24,45 mph ,72 km/h,45.0,mph,45.0,72.0,ft,,3,
Electric Eel (roller coaster),863 ft (263 m),62 mph (100 km/h),SeaWorld San Diego,Operating,"May 10, 2018",Steel – Launched,Premier Rides,54 in (137 cm),Sky Rocket II,150 ft (46 m),1,LSM Launch,,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,0:45,720 riders per hour,,,,135 ft (41 m),,,,,,,,,,Official site,,,,,,,,,,2018,32.765,-117.224,Steel,2018-05-10,62 mph ,100 km/h,62.0,mph,62.0,150.0,ft,,1,
Fēnix (roller coaster),"2,667 ft (813 m)",59 mph (95 km/h),Toverland,Operating,7 July 2018,Steel – Wing Coaster,Bolliger & Mabillard,132–195 cm (4 ft 4 in–6 ft 5 in),Wing Coaster,131 ft (40 m),3,Chain,"€13,000,000",2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Avalon,1:45,"1,000 riders per hour",5,,,,,,,,,,,,,,,,,,,,,,,2018,51.3997,5.985,Steel,2018-07-07,59 mph ,95 km/h,59.0,mph,59.0,131.0,ft,,3,5.0
HangTime (roller coaster),"2,198 ft (670 m)",57 mph (92 km/h),Knott's Berry Farm,Operating,"May 18, 2018",Steel,Gerstlauer,48–77 in (122–196 cm),Infinity Coaster,150 ft (46 m),5,Vertical chain lift hill,,3 trains with 4 cars. Riders are arranged 4 across in a single row for a total of 16 riders per train.,The Boardwalk,,800 riders per hour,,,96°,,,Fast Lane available,Boomerang,Custom - Infinity Coaster,,,,,,,,Must transfer from wheelchair,,,,,,,,2018,33.8448,-118.0015,Steel,2018-05-18,57 mph ,92 km/h,57.0,mph,57.0,150.0,ft,,5,
Hyperion (roller coaster),"1,450 m (4,760 ft)",142 km/h (88 mph),Energylandia,Operating,14 July 2018,Steel,Intamin,140–195[3] cm (4 ft 7 in–6 ft 5 in),Mega coaster,77 m (253 ft),1,Chain lift hill[2],,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Extreme Zone,,"1,300 riders per hour",4.8[2],,85°,82 m (269 ft),,,,,,,,,,,,,,,,,,,,2018,,,Steel,2018-07-14,142 km/h ,88 mph,142.0,km/h,88.2,77.0,m,252.6,1,4.8
Icon (roller coaster),"3,750 ft (1,140 m)",52.8 mph (85.0 km/h),Blackpool Pleasure Beach,Operating,25 May 2018,Steel – Launched,Mack Rides,51.2 in (130 cm),Launch Coaster (Custom),88.5 ft (27.0 m),1,LSM-launch (x2),"£16,250,000",3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,2:41,,4.3,Mack Rides GmbH & Co. KG,,82 ft (25 m),,,,,,,,,,,,,,,,,,,,2018,53.7903,-3.0556,Steel,2018-05-25,52.8 mph ,85.0 km/h,52.8,mph,52.8,88.5,ft,,1,4.3
Incredicoaster,"6,072 ft (1,851 m)",55 mph (89 km/h),Disney California Adventure,Operating,"February 8, 2001June 23, 2018",Steel – Launched,Intamin,48 in (122 cm),Looping Coaster,122 ft (37 m),1,Linear induction motor (LIM)[1],US$60 million,7 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Pixar Pier,2:36,,,Walt Disney Imagineering,,108 ft (33 m),,,,Custom,,,,,,,,Must transfer from wheelchair,Boardwalk wooden coaster (2001 - 2018)The Incredibles (2018 - present),Single rider line available,,,0 to 55 mph (0 to 89 km/h) in 4.5 seconds,Over-the-shoulders restraint,,2018,33.8046,-117.9218,Steel,2001-02-08,55 mph ,89 km/h,55.0,mph,55.0,122.0,ft,,1,
Merlin's Mayhem,"1,300 ft (400 m)",,Dutch Wonderland,Operating,"April 28, 2018",Steel – Family – Inverted,S&S – Sansei Technologies,39 in (99 cm),Family Inverted Coaster,60 ft (18 m),0,Chain lift hill,"$7,500,000",Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:00,,,Joe Draves,,,,,Turnpike,Twister,,,,,,Official website,,,,,,,,,,2018,40.0287,-76.2186,Steel,2018-04-28,,,,,,60.0,ft,,0,
RailBlazer,"1,800 ft (550 m)",52 mph (84 km/h),California's Great America,Operating,"June 14, 2018",Steel,Rocky Mountain Construction,48 in (122 cm),Raptor - Prototype (Mirror),106 ft (32 m),3,Chain lift hill,,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,County Fair,,600 riders per hour,,Alan Schilke,90°,100 ft (30 m),"June 9, 2018",Fast Lane available,Invertigo,,,"June 9, 2018",,,,Official website,,,,,,,,,,2018,37.3951,-121.9737,Steel,2018-06-14,52 mph ,84 km/h,52.0,mph,52.0,106.0,ft,,3,
RC Racer,82 m (269 ft),,Other,,,Steel – Shuttle – Launched,Intamin,120 cm (3 ft 11 in),Half Pipe Coaster,25 m (82 ft),0,LSM,,Single train with a single car. Riders are arranged 4 across in 5 rows for a total of 20 riders per train.,,,,,Walt Disney Imagineering,,,,,,Hot Wheels,,,,,,,,Must transfer from wheelchair,Toy Story,,,,,Over-the-shoulder with a belt between the legs,Rex's Racer,2018,,,Steel,,,,,,,25.0,m,82.0,0,
Slinky Dog Dash,,40 mph (64 km/h),Disney's Hollywood Studios,Operating,"June 30, 2018",Steel – Family – Launched,Mack Rides,38 in (97 cm),,50 ft (15 m),0,,,"4 trains with five cars. Riders are arranged 2 across in 2 rows (except for the last car), for a total of 18 riders per train.",Toy Story Land,2 minutes,,,Walt Disney Imagineering,,,"June 29, 2018",,Earffel Tower,,,"June 29, 2018",,,,,,Must transfer from wheelchair,Toy Story,,,,,,,2018,28.3594,-81.5607,Steel,2018-06-30,40 mph ,64 km/h,40.0,mph,40.0,50.0,ft,,0,
Steel Vengeance,"5,740 ft (1,750 m)",74 mph (119 km/h),Cedar Point,Operating,"May 5, 2018",Steel,Rocky Mountain Construction,52[1] in (132 cm),I-Box Track,205 ft (62 m),4,Chain lift,,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Frontier Town,2:30,"1,200 riders per hour",,Alan Schilke,90°,200 ft (61 m),,,Mean Streak,Twister,,,,,,,,,,,,,,,,2018,41.4862,-82.6933,Steel,2018-05-05,74 mph ,119 km/h,74.0,mph,74.0,205.0,ft,,4,
Tantrum (roller coaster),"1,246.7 ft (380.0 m)",52.8 mph (85.0 km/h),Six Flags Darien Lake,Operating,"May 25, 2018",Steel,Gerstlauer,48–76[1] in (122–193 cm),Euro-Fighter,98.4 ft (30.0 m),3,Chain lift hill,,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,,,97°,,,,Thunder Rapids,,,,,,,,,,,,,,,,,2018,42.9294,-78.3849,Steel,2018-05-25,52.8 mph ,85.0 km/h,52.8,mph,52.8,98.4,ft,,3,
Tiki-Waka (roller coaster),"1,850.4 ft (564.0 m)",34.2 mph (55.0 km/h),Walibi Belgium,Operating,"April 7, 2018; 3 years ago",Steel,Gerstlauer,100 cm (3 ft 3 in),Bobsled Coaster,68.9 ft (21.0 m),0,Chain lift hill,"€7,800,000",5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Exotic World,1:50,600 riders per hour,,,,,,,Coccinelle,,,,,,,Official website,,,,,,,,,,2018,50.6971,4.5871,Steel,2018-04-07,34.2 mph ,55.0 km/h,34.2,mph,34.2,68.9,ft,,0,
Time Traveler (roller coaster),"3,020 ft (920 m)",50.3 mph (81.0 km/h),Silver Dollar City,Operating,"March 14, 2018",Steel – Spinning – Launched,Mack Rides,51[2] in (130 cm),Xtreme Spinning Coaster,100 ft (30 m),3,Two LSM launches,$26 million($26.8 million in 2020 dollars[1]),3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Valley Road,1:57,,,,90°,90 ft (27 m),"March 13, 2018",,,Terrain[2],,"March 13, 2018",,,,Official website,,,Time travel,,,,,,,2018,36.669,-93.3377,Steel,2018-03-14,50.3 mph ,81.0 km/h,50.3,mph,50.3,100.0,ft,,3,
Twisted Cyclone,"2,400 ft (730 m)",50 mph (80 km/h),Six Flags Over Georgia,Operating,"May 25, 2018",Steel,Rocky Mountain Construction,48 in (122 cm),I-Box,100 ft (30 m),3,Chain,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,Alan Schilke,75°,,,,Georgia Cyclone,,,,,,,Official site,Flash Pass Available,,,,,,,,,2018,33.7703,-84.5522,Steel,2018-05-25,50 mph ,80 km/h,50.0,mph,50.0,100.0,ft,,3,
Twisted Timbers,"3,351 ft (1,021 m)",54 mph (87 km/h),Kings Dominion,Operating,"March 24, 2018",Steel,Rocky Mountain Construction,48 in (122 cm),I-Box,111 ft (34 m),3,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Candy Apple Grove,,,,Alan Schilke,,109 ft (33 m),"March 23, 2018",,Hurler,Triple out and back,,"March 23, 2018",,,,Official website,,Must transfer from wheelchair,,,,,,,,2018,,,Steel,2018-03-24,54 mph ,87 km/h,54.0,mph,54.0,111.0,ft,,3,
Valkyria (roller coaster),"2,296.6 ft (700.0 m)",65.2 mph (104.9 km/h),Liseberg,Operating,10 August 2018,Steel – Dive Coaster,Bolliger & Mabillard,132 cm (4 ft 4 in),Dive Coaster,154.2 ft (47.0 m),3,,,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,,,"1,100 riders per hour",,,,164 ft (50 m),,,Kanonen,,,,,,,Official website,,,Valkyrie,,,,,,,2018,57.6932,11.9953,Steel,2018-08-10,65.2 mph ,104.9 km/h,65.2,mph,65.2,154.2,ft,,3,
Wicker Man (roller coaster),"2,608.3 ft (795.0 m)",43.6 mph (70.2 km/h),Alton Towers,Operating,20 March 2018,Wood,Great Coasters International,120 cm (3 ft 11 in),,,0,Chain lift hill,"£16,000,000",3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Mutiny Bay,1:50,952 riders per hour,,Skyline Design LLC,,72.2 ft (22.0 m),,,The Flume,,Fastrack available,,,,,Official website,,,,,,,,,,2018,52.9889,-1.8886,Wood,2018-03-20,43.6 mph ,70.2 km/h,43.6,mph,43.6,,,,0,
Wonder Woman Coaster,"1,019 ft (311 m)",38 mph (61 km/h),Six Flags Mexico,Operating,"June 1, 2018",Steel – 4th Dimension – Wing Coaster,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,110 ft (34 m),6,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,DC Universe,,720 riders per hour,,,,54 ft (16 m),"May 31, 2018",,,,,"May 31, 2018",,,,,,,,,,,,,,2018,19.2935,-99.2058,Steel,2018-06-01,38 mph ,61 km/h,38.0,mph,38.0,110.0,ft,,6,
Wonder Woman Golden Lasso Coaster,"1,800 ft (550 m)",52 mph (84 km/h),Six Flags Fiesta Texas,Operating,"May 12, 2018[1]",Steel,Rocky Mountain Construction,48 in (122 cm),Raptor – Prototype,113 ft (34 m),3,Chain lift hill,,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,Rockville,,600 riders per hour,,Alan Schilke,90°,100 ft (30 m),,,Power Surge,,,,,,,Official website,,,,,,,,,,2018,29.5951,-98.6085,Steel,2018-05-12,52 mph ,84 km/h,52.0,mph,52.0,113.0,ft,,3,
Batman: The Ride (S&S Free Spin),"1,019 ft (311 m)",38 mph (61 km/h),Other,,,Steel – 4th Dimension – Wing Coaster,S&S – Sansei Technologies,48 in (122 cm),4D Free Spin,120 ft (37 m),6,Chain lift hill,,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,,720 riders per hour,,Alan Schilke,,54 ft (16 m),,,,,,,,,,,,,,,,Flash Pass available,,,,2019,,,Steel,,38 mph ,61 km/h,38.0,mph,38.0,120.0,ft,,6,
Copperhead Strike,"3,255 ft (992 m)",50 mph (80 km/h),Carowinds,Operating,"March 23, 2019",Steel – Launched,Mack Rides GmbH & Co KG,52 in (132 cm),Launch Coaster,82 ft (25 m),5,LSM launch,"$26,000,000",3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Blue Ridge Junction,2:24,"1,200 riders per hour",,,,,"March 21, 2019",Fast Lane available,Whitewater FallsSand Dune Lagoon,,,"March 21, 2019",,,,,,,,,,,0 to 42 mph (0 to 68 km/h) in 2.5 seconds,,,2019,35.1011,-80.9426,Steel,2019-03-23,50 mph ,80 km/h,50.0,mph,50.0,82.0,ft,,5,
